,排名,片名,评分,评价人数,制片国家,类型,上映日期,时长,影片链接
99,No.189,无敌破坏王,9,533655,美国,"喜剧,动画,奇幻,冒险","2012-11-06(中国大陆),2012-11-02(美国)",101,https://movie.douban.com/subject/6534248/
100,No.19,控方证人,10,551186,美国,"剧情,悬疑,犯罪",1957-12-17(美国),116,https://movie.douban.com/subject/1296141/
101,No.190,无间道2,9,474862,中国香港,"剧情,惊悚,犯罪","2003-10-17(中国大陆),2003-10-01(中国香港)",119,https://movie.douban.com/subject/1307106/
102,No.191,心灵奇旅,9,972954,美国,"动画,音乐,奇幻","2020-12-25(中国大陆/美国网络),2020-10-11(伦敦电影节)",101,https://movie.douban.com/subject/24733428/
103,No.192,贫民窟的百万富翁,9,741418,英国,"剧情,爱情","2009-03-26(中国大陆),2008-08-30(特柳赖德电影节),2009-01-09(英国)",120,https://movie.douban.com/subject/2209573/
104,No.193,冰川时代,9,608794,美国,"喜剧,动画,冒险",2002-03-15(美国),81,https://movie.douban.com/subject/1291578/
105,No.194,恐怖游轮,9,856151,"英国,澳大利亚","剧情,悬疑,惊悚",2009-10-16(英国),99,https://movie.douban.com/subject/3011051/
106,No.195,东邪西毒,9,573840,"中国香港,中国台湾","剧情,动作,爱情,武侠,古装","1994-09-17(中国大陆),1994-09-12(威尼斯电影节)",95,https://movie.douban.com/subject/1292328/
107,No.196,牯岭街少年杀人事件,9,297642,中国台湾,"剧情,犯罪",1991-07-27(中国台湾),237,https://movie.douban.com/subject/1292329/
108,No.197,魔女宅急便,9,456979,日本,"动画,奇幻,冒险",1989-07-29(日本),103,https://movie.douban.com/subject/1307811/
109,No.198,遗愿清单,9,457504,美国,"剧情,喜剧,冒险","2007-12-25(多伦多电影节),2008-01-11(美国)",97,https://movie.douban.com/subject/1867345/
110,No.199,东京教父,9,227854,日本,"剧情,喜剧,动画",2003-11-08(日本),92,https://movie.douban.com/subject/1310177/
111,No.2,霸王别姬,10,2128844,"中国大陆,中国香港","剧情,爱情,同性","1993-07-26(中国大陆),1993-01-01(中国香港)",171,https://movie.douban.com/subject/1291546/
112,No.20,大话西游之大圣娶亲,9,1526510,"中国香港,中国大陆","喜剧,爱情,奇幻,古装","2014-10-24(中国大陆),2017-04-13(中国大陆重映),1995-02-04(中国香港)",95,https://movie.douban.com/subject/1292213/
113,No.200,你看起来好像很好吃,9,331243,日本,"剧情,动画,儿童",2010-10-16(日本),90,https://movie.douban.com/subject/4848115/
114,No.201,真爱至上,9,728440,"英国,美国,法国","剧情,喜剧,爱情","2003-09-07(多伦多电影节),2003-11-06(美国),2003-11-21(英国)",135,https://movie.douban.com/subject/1292401/
115,No.202,大佛普拉斯,9,453631,中国台湾,"剧情,喜剧","2017-10-13(中国台湾),2017-06-29(台北电影节)",102,https://movie.douban.com/subject/27059130/
116,No.203,黑天鹅,9,775589,美国,"剧情,惊悚","2010-09-01(威尼斯电影节),2010-12-17(美国)",108,https://movie.douban.com/subject/1978709/
117,No.204,可可西里,9,301506,"中国大陆,中国香港","剧情,犯罪","2004-10-01(中国大陆),2005-04-21(中国香港)",85,https://movie.douban.com/subject/1308857/
118,No.205,城市之光,9,145144,美国,"剧情,喜剧,爱情","1931-01-30(洛杉矶首映),1931-03-07(美国)",87,https://movie.douban.com/subject/1293908/
119,No.206,源代码,9,830001,"美国,加拿大","科幻,悬疑,惊悚","2011-08-30(中国大陆),2011-03-11(西南偏南电影节),2011-04-01(美国)",93,https://movie.douban.com/subject/3075287/
120,No.207,雨人,9,401560,美国,剧情,1988-12-16(美国),133,https://movie.douban.com/subject/1291870/
121,No.208,海边的曼彻斯特,9,533518,美国,"剧情,家庭","2017-08-25(中国大陆),2016-01-23(圣丹斯电影节),2016-11-18(美国)",137,https://movie.douban.com/subject/25980443/
122,No.209,恋恋笔记本,9,666298,美国,"剧情,爱情",2004-06-25(美国),123,https://movie.douban.com/subject/1309163/
123,No.21,熔炉,9,927220,韩国,剧情,2011-09-22(韩国),125,https://movie.douban.com/subject/5912992/
124,No.210,初恋这件小事,9,976432,泰国,"剧情,喜剧,爱情","2012-06-05(中国大陆),2010-08-12(泰国)",118,https://movie.douban.com/subject/4739952/
125,No.211,波西米亚狂想曲,9,599858,"英国,美国","剧情,同性,音乐,传记","2019-03-22(中国大陆),2018-11-02(美国)",135,https://movie.douban.com/subject/5300054/
126,No.212,人工智能,9,442852,"美国,英国","剧情,科幻",2001-06-29(美国),146,https://movie.douban.com/subject/1302827/
127,No.213,青蛇,9,523343,"中国香港,中国大陆","剧情,爱情,奇幻,古装",1993-11-04(中国香港),99,https://movie.douban.com/subject/1303394/
128,No.214,虎口脱险,9,255209,"法国,英国","喜剧,战争",1966-12-08(法国),132,https://movie.douban.com/subject/1296909/
129,No.215,终结者2：审判日,9,339873,"美国,法国","动作,科幻","1991-07-03(美国),2017-02-17(柏林电影节 3D)",137,https://movie.douban.com/subject/1291844/
130,No.216,疯狂的麦克斯4：狂暴之路,9,526941,"澳大利亚,美国","动作,科幻,冒险","2015-05-14(澳大利亚),2015-05-15(美国)",120,https://movie.douban.com/subject/3592854/
131,No.217,罗生门,9,312468,日本,"剧情,悬疑,犯罪",1950-08-26(日本),88,https://movie.douban.com/subject/1291879/
132,No.218,萤火虫之墓,9,403210,日本,"剧情,动画,战争",1988-04-16(日本),89,https://movie.douban.com/subject/1293318/
133,No.219,新龙门客栈,9,441635,"中国香港,中国大陆","动作,爱情,武侠,古装","2012-02-24(中国大陆),1992-08-27(中国香港)",88,https://movie.douban.com/subject/1292287/
134,No.22,教父,9,962391,美国,"剧情,犯罪","1972-03-15(纽约首映),1972-03-24(美国)",175,https://movie.douban.com/subject/1291841/
135,No.220,千钧一发,9,296429,美国,"剧情,科幻,惊悚",1997-10-24(美国),106,https://movie.douban.com/subject/1300117/
136,No.221,末路狂花,9,252327,"美国,英国,法国","剧情,惊悚,犯罪","1991-05-24(美国),1991-05-29(法国)",130,https://movie.douban.com/subject/1291992/
137,No.222,崖上的波妞,9,493078,日本,"动画,奇幻,冒险","2020-12-31(中国大陆),2008-07-19(日本)",101,https://movie.douban.com/subject/1959877/
138,No.223,无耻混蛋,9,474034,"德国,美国","剧情,犯罪","2009-05-20(戛纳电影节),2009-08-20(德国)",153,https://movie.douban.com/subject/1438652/
139,No.224,奇迹男孩,9,548618,"美国,中国香港","剧情,家庭,儿童","2018-01-19(中国大陆),2017-11-17(美国)",113,https://movie.douban.com/subject/26787574/
140,No.225,彗星来的那一夜,9,574925,"美国,英国","科幻,悬疑,惊悚","2013-09-19(奇幻电影节),2014-08-06(美国)",89,https://movie.douban.com/subject/25807345/
141,No.226,二十二,9,290107,中国大陆,纪录片,"2017-08-14(中国大陆),2015-10-05(釜山电影节),2016-06-25(莫斯科电影节)",99,https://movie.douban.com/subject/26430107/
142,No.227,花束般的恋爱,9,613885,日本,"剧情,爱情","2022-02-22(中国大陆),2021-01-29(日本)",124,https://movie.douban.com/subject/34874432/
143,No.228,黑客帝国2：重装上阵,9,404031,美国,"动作,科幻","2003-07-18(中国大陆),2003-05-07(韦斯特伍德首映),2003-05-15(美国)",138,https://movie.douban.com/subject/1304141/
144,No.229,爱乐之城,8,888631,美国,"剧情,爱情,歌舞","2017-02-14(中国大陆),2016-08-31(威尼斯电影节),2016-12-25(美国)",128,https://movie.douban.com/subject/25934014/
145,No.23,触不可及,9,1106988,法国,"剧情,喜剧",2011-11-02(法国),112,https://movie.douban.com/subject/6786002/
146,No.230,血钻,9,377671,"美国,德国,英国","剧情,惊悚,冒险",2006-12-08(美国),143,https://movie.douban.com/subject/1428175/
147,No.231,芙蓉镇,9,136042,中国大陆,"剧情,爱情",1987-03-05(中国大陆上海首映),164,https://movie.douban.com/subject/1297880/
148,No.232,战争之王,9,366472,"法国,德国,美国","剧情,犯罪",2005-09-16(美国),122,https://movie.douban.com/subject/1419936/
149,No.233,房间,9,366285,"爱尔兰,加拿大,英国,美国","剧情,家庭","2015-09-04(特柳赖德电影节),2015-10-23(多伦多),2016-01-15(爱尔兰/英国),2016-01-22(美国)",118,https://movie.douban.com/subject/25724855/
150,No.234,步履不停,9,277989,日本,"剧情,家庭",2008-06-28(日本),115,https://movie.douban.com/subject/2222996/
151,No.235,魂断蓝桥,9,276855,美国,"剧情,爱情,战争",1940-05-17(美国),108,https://movie.douban.com/subject/1293964/
152,No.236,哈利·波特与死亡圣器(上),9,568663,"英国,美国","奇幻,冒险",2010-11-19(中国大陆/英国),146,https://movie.douban.com/subject/2051007/
153,No.237,火星救援,9,721177,"英国,美国,匈牙利,约旦","剧情,科幻,冒险","2015-11-25(中国大陆),2015-10-02(美国)",142,https://movie.douban.com/subject/25864085/
154,No.238,千年女优,9,264808,日本,"剧情,爱情,动画","2001-07-28(加拿大奇幻电影节),2002-09-14(日本)",87,https://movie.douban.com/subject/1307394/
155,No.239,谍影重重2,9,349956,"美国,德国","动作,悬疑,惊悚","2004-11-14(中国大陆),2004-07-15(洛杉矶首映),2004-07-23(美国)",108,https://movie.douban.com/subject/1308767/
156,No.24,当幸福来敲门,9,1512893,美国,"剧情,家庭,传记","2008-01-17(中国大陆),2020-07-20(中国大陆重映),2006-12-15(美国)",117,https://movie.douban.com/subject/1849031/
157,No.240,弱点,9,305545,美国,"剧情,家庭,传记,运动",2009-11-20(美国),129,https://movie.douban.com/subject/3552028/
158,No.241,阿飞正传,9,507891,中国香港,"剧情,爱情,犯罪","2018-06-25(中国大陆),1990-12-15(中国香港)",94,https://movie.douban.com/subject/1305690/
159,No.242,谍影重重,9,423035,"美国,德国,捷克","动作,悬疑,惊悚","2002-11-21(中国大陆),2002-06-14(美国)",119,https://movie.douban.com/subject/1304102/
160,No.243,燃情岁月,9,285215,美国,"剧情,爱情,战争,西部",1994-12-16(美国),133,https://movie.douban.com/subject/1295865/
161,No.244,白日梦想家,9,470731,"美国,英国","剧情,喜剧,冒险",2013-12-25(美国),114,https://movie.douban.com/subject/2133323/
162,No.245,朗读者,9,451154,"美国,德国","剧情,爱情","2008-12-10(纽约首映),2009-01-30(美国),2009-02-26(德国)",124,https://movie.douban.com/subject/2213597/
163,No.246,再次出发之纽约遇见你,9,424537,美国,"喜剧,爱情,音乐","2015-06-26(中国大陆),2013-09-07(多伦多电影节),2014-07-11(美国)",104,https://movie.douban.com/subject/6874403/
164,No.247,哈利·波特与凤凰社,9,561672,"英国,美国","奇幻,冒险","2007-08-10(中国大陆),2007-07-11(美国)",138,https://movie.douban.com/subject/1457217/
165,No.248,蜘蛛侠：平行宇宙,9,651711,美国,"动作,科幻,动画,冒险","2018-12-21(中国大陆),2018-12-14(美国)",116,https://movie.douban.com/subject/26374197/
166,No.249,香水,9,541517,"德国,法国,西班牙,美国,比利时","剧情,犯罪,奇幻","2006-09-07(德国),2006-09-14(法国),2006-11-24(西班牙),2007-01-05(美国)",147,https://movie.douban.com/subject/1760622/
167,No.25,龙猫,9,1260074,日本,"动画,奇幻,冒险","2018-12-14(中国大陆),1988-04-16(日本)",86,https://movie.douban.com/subject/1291560/
168,No.250,穿越时空的少女,9,379649,日本,"剧情,爱情,科幻,动画",2006-07-15(日本),98,https://movie.douban.com/subject/1937946/
169,No.26,怦然心动,9,1823560,美国,"剧情,喜剧,爱情","2010-07-26(好莱坞首映),2010-09-10(美国)",90,https://movie.douban.com/subject/3319755/
170,No.27,末代皇帝,9,878969,"英国,意大利,中国大陆,法国","剧情,传记,历史","1987-10-04(东京国际电影节),1987-10-23(意大利)",163,https://movie.douban.com/subject/1293172/
171,No.28,寻梦环游记,9,1667460,美国,"喜剧,动画,音乐,奇幻","2017-11-24(中国大陆),2020-07-20(中国大陆重映),2017-11-22(美国)",105,https://movie.douban.com/subject/20495023/
172,No.29,活着,9,839501,"中国大陆,中国香港","剧情,家庭,历史","1994-06-30(中国香港),1994-05-17(戛纳电影节)",132,https://movie.douban.com/subject/1292365/
173,No.3,阿甘正传,10,2150516,美国,"剧情,爱情","1994-06-23(洛杉矶首映),1994-07-06(美国)",142,https://movie.douban.com/subject/1292720/
174,No.30,蝙蝠侠：黑暗骑士,9,1050762,"美国,英国","剧情,动作,科幻,惊悚,犯罪","2008-07-14(纽约首映),2008-07-18(美国)",152,https://movie.douban.com/subject/1851857/
175,No.31,哈利·波特与魔法石,9,1181944,"美国,英国","奇幻,冒险","2002-01-26(中国大陆),2020-08-14(中国大陆重映),2001-11-04(英国首映),2001-11-16(美国)",152,https://movie.douban.com/subject/1295038/
176,No.32,指环王3：王者无敌,9,798108,"美国,新西兰","剧情,动作,奇幻,冒险","2004-03-12(中国大陆),2021-05-14(中国大陆重映),2003-12-17(美国)",201,https://movie.douban.com/subject/1291552/
177,No.33,乱世佳人,9,688261,美国,"剧情,爱情,历史,战争","1939-12-15(亚特兰大首映),1940-01-17(美国)",238,https://movie.douban.com/subject/1300267/
178,No.34,我不是药神,9,2090530,中国大陆,"剧情,喜剧","2018-07-05(中国大陆),2018-06-30(大规模点映)",117,https://movie.douban.com/subject/26752088/
179,No.35,飞屋环游记,9,1317069,美国,"剧情,喜剧,动画,冒险","2009-08-04(中国大陆),2009-05-13(戛纳电影节),2009-05-29(美国)",96,https://movie.douban.com/subject/2129039/
180,No.36,素媛,9,682899,韩国,剧情,2013-10-02(韩国),122,https://movie.douban.com/subject/21937452/
181,No.37,哈尔的移动城堡,9,1019191,日本,"动画,奇幻,冒险","2004-09-05(威尼斯电影节),2004-11-20(日本)",119,https://movie.douban.com/subject/1308807/
